1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02,1.275000000000000000e+02
1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02,1.296250000000000000e+02
1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02,1.317500000000000000e+02
1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02,1.338750000000000000e+02
1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02,1.360000000000000000e+02
1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02,1.381250000000000000e+02
1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02,1.402500000000000000e+02
1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02,1.423750000000000000e+02
1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02,1.445000000000000000e+02
1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02,1.466250000000000000e+02
